Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
"A service coordinator (SC) for Ursa Major Solar (UMS) does a final review of work orders owned by a technician for a specific region before the records are submitted for an invoice. Before closing out the work order, the SC needs to modify data or remove attachments that were added by mistake. The SC also needs access to any other related records owned by the technician.What solution would provide the required access, given a private data model?",Multiple Choice,No,Yes,No,Yes,2,1,1,Create an SC sharing rule and a corresponding public group.,1,Give the SC a permission set with the Modify All Data system permission.,0,Change work order access on the SC's profile to 'Modify All'.,0,Create a workflow rule that updates records owned by technicians in that region with the SC.,0,,0,,0
An app builder installed a custom Lightning component from AppExchange.What should be done next in order to configure the component for use in a record page?,Multiple Choice,No,Yes,No,Yes,2,1,1,Edit a record page using the Page Layout editor > Drag the component onto the page.,0,Edit a record page using App Manager > Drag the component onto the page.,0,Edit a record page using Lightning App Builder > Drag the component onto the page.,1,Edit a record page using the Page Layout editor > Drag the Visualforce component onto the page.,0,,0,,0
Sales reps at Universal Containers create multiple quotes per opportunity.What automation tool should an app builder recommend to delete rejected quotes?,Multiple Choice,No,Yes,No,Yes,2,1,1,Validation rule,0,Approval process,0,Workflow rule,0,Flow,1,,0,,0
"Cloud Kicks asked the app builder to insert a list of 25,000 records using deduplication for the Delivery custom object.Which tool should be used?",Multiple Choice,No,Yes,No,Yes,2,1,1,Schema Builder,0,Lightning Object Creator,0,Import Wizard,0,Data Loader,1,,0,,0
Universal Containers allows all employees to submit reviews for leadership using a custom object called Review. These Reviews should only be visible to the HR department and the employee who submitted the record.Which three steps should an app builder take to properly control access to Reviews? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Create a criteria-based Sharing Rule for the HR Department.,1,Add a Master-Detail(User) field on the Review object.,0,Disable Grant Access Using Hierarchies.,1,Remove Review Read permission from non-HR Department user Profiles.,0,Set organization-wide default to Private.,1,,0
An app builder at Universal Containers wants to prevent users from creating new records on an Account related list by overriding standard buttons.Which two aspects should the app builder consider before overriding standard buttons? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,"Standard buttons can be changed on lookup dialogs, list views, and search result layouts.",0,Standard buttons that are unavailable for overrides can still be hidden on page layouts.,1,"Standard buttons can be overridden, relocated on the detail page, and relabeled.",0,Standard buttons can be overridden with a Lightning component.,1,,0,,0
A new field has been added to the Applicant object that is part of an unmanaged package. A recruiter ran the Position with or without Applicants report and noticed that the new field was missing as an option to add as a column.How should an app builder troubleshoot this issue?,Multiple Choice,No,Yes,No,Yes,2,1,1,Check Allow Reports for the position and applicant objects.,0,Adjust the field level security to include in the report type.,0,Add the field to the custom report type field layout.,1,Update the profile with the Manage Public Reports permission.,0,,0,,0
Universal Containers asked the app builder to ensure when an account type changes to ‘Past-Customer’ the contacts directly related to that account get an updated status of ‘Re-Market’.What automation should the app builder use to accomplish this task?,Multiple Choice,No,Yes,No,Yes,2,1,1,Screen flow,0,Lightning component,0,Validation rule,0,Record-triggered flow,1,,0,,0
"Cloud Kicks wants to summarize the number of open Cases related to an Account, as well as the number of closed Cases to indicate whether customer support utilization is high, medium, or low. Two number fields have been created: NUM_Open_Cases__c and NUM_Closed_Cases__c.Which two automation solutions would meet these business requirements? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Apex,1,Validation Rule,0,Approval Process,0,AppExchange,1,,0,,0
A manager built out a new Account report and wants to add a chart of the data to account records. An app builder tried to use the Report Chart component but was unable to find the manager’s report.What are two reasons the app builder is unable to see the report? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,The app builder did not create the report.,1,The report does not have a chart.,0,The report has no data in it.,0,The report is in the manager’s Private Reports folder.,1,,0,,0
The app builder at Northern Trail Outfitters has created a report type for opportunities with or without shipments. The operations team would like to see the account rating information on the report.What should the app builder do to fulfill this request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Change the account/opportunity relationship to a master/detail relationship.,0,Add the Account Rating field to the opportunity record page.,0,Use add fields related via lookup with the view set to opportunities.,1,Change the primary object of the custom report type to the Account object.,0,,0,,0
"Cloud Kicks is implementing an approval process for opportunities that requires managers to approve all opportunities above $50,000 before they can be marked as Closed Won.Which two delivery methods can a manager utilize to respond to approval requests in the Salesforce mobile app? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Home Screen,0,In-App Notification,1,Record Detail,1,Navigation Menu,0,,0,,0
"Ursa Major Solar (UMS) uses Cases to track customer complaints, an Issue__c object to represent known problems with its solar panels, and a Case_Issue__c junction object to relate known problems to customer complaints. Periodically, UMS conducts audits which require the auditing users to view Case_Issue__c records.Which access levels must be configured to allow UMS users to access Case_Issue__c records?",Multiple Choice,No,Yes,No,Yes,2,1,1,Read-Only access on Case_Issue__c,0,Read-Only access on Case and Issue__c,1,Read-Only access on Issue__c and Case_Issue__c,0,Read-Only access on Case and Case_Issue__c,0,,0,,0
Which two features can be used to allow users to access Flows? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Quick Action,1,Invoked by a Process,0,Approval Process,0,Flow Launcher,1,,0,,0
Northern Trail Outfitters wants to initiate a daily backup of its Salesforce org.Which tool should an app builder recommend for this task?,Multiple Choice,No,Yes,No,Yes,2,1,1,Refresh full copy Sandbox,0,Report Export,0,AppExchange package,1,Data Export Service,0,,0,,0
Which feature should an app builder use to ensure that new Leads are automatically sent to the appropriate sales rep?,Multiple Choice,No,Yes,No,Yes,2,1,1,Lead Conversion,0,Workflow Rules,0,Lead Queues,0,Assignment Rules,1,,0,,0
An app builder needs to create new automation on an object.What best practice should the app builder follow when building out automation?,Multiple Choice,No,Yes,No,Yes,2,1,1,One Validation rule per object.,0,One record change process per object.,1,One invocable process per object.,0,One Flow per object.,0,,0,,0
A customer service representative at a call center wants to be able to collect information from customers using a series of question prompts.What should an app builder use to accomplish this?,Multiple Choice,No,Yes,No,Yes,2,1,1,Approval Process,0,Validation Rule,0,Flow,1,Path,0,,0,,0
"The brokers at DreamHouse Realty (DR) are having an issue when using the Salesforce mobile app on their iPhones. There are several key fields on the contact record they need access to at a glance. Because of the small screen, they currently have to scroll down the page to view the information.What should the app builder at DR use to configure the Salesforce mobile app to show these key fields at the top of the screen?",Multiple Choice,No,Yes,No,Yes,2,1,1,Record Detail component,0,Compact layout,1,Object specific action,0,Mobile navigation,0,,0,,0
